,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Ref_Wave,Test_Wave,MOS,warp_q_mfcc,warp_q_mel,pesq,prediction
0,0,0,0,0,resources/Genspeech/LPCNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir1/lpcnq.wav,3.823139469,0.7706814108557829,2.4118320187009856,1.566600322723389,3.4580712
1,1,1,1,1,resources/Genspeech/LPCNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir1/lpcnq.wav,4.122819767,0.778612439147325,2.2504619948263427,1.7483725547790527,3.8377328
2,2,2,2,2,resources/Genspeech/LPCNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir2/lpcnq.wav,4.312159404,0.799119730118618,2.3485746993925978,1.8847103118896484,3.5090928
3,3,3,3,3,resources/Genspeech/LPCNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir2/lpcnq.wav,3.054721495,0.8430321438067179,2.4436768521526404,1.6839871406555176,2.8038907
4,4,4,4,4,resources/Genspeech/LPCNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir3/lpcnq.wav,3.351932004,0.8029119911784371,1.9761641837348305,1.8568400144577024,3.6145172
5,5,5,5,5,resources/Genspeech/LPCNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir3/lpcnq.wav,3.891214735,0.7608575302481829,2.423606676485806,1.5275757312774658,3.5332732
6,6,6,6,6,resources/Genspeech/LPCNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir4/lpcnq.wav,3.710286068,0.7995772286180227,2.143014718064382,1.7918236255645752,3.8864856
7,7,7,7,7,resources/Genspeech/LPCNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir4/lpcnq.wav,3.548417842,0.8409962827719873,2.4632437367186824,1.4854625463485718,3.0035927
8,8,8,8,8,resources/Genspeech/LPCNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir5/lpcnq.wav,3.5101505910000004,0.8223713520909128,2.3018548207412097,1.9996347427368164,3.4541988
9,9,9,9,9,resources/Genspeech/LPCNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir5/lpcnq.wav,3.439382387,0.808195157036881,2.625138278371454,1.5563685894012451,3.5851884
10,10,10,10,10,resources/Genspeech/LPCNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir6/lpcnq.wav,2.960255433,0.8335079216759573,2.596140127460409,1.7746386528015137,3.0752597
11,11,11,11,11,resources/Genspeech/LPCNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir6/lpcnq.wav,3.461780404,0.7813183896008468,2.6193390976139184,1.5338075160980225,3.4545412
12,12,12,12,12,resources/Genspeech/LPCNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir7/lpcnq.wav,3.4079298510000005,0.785468834855488,2.463120755714417,1.7757548093795776,3.4165115
13,13,13,13,13,resources/Genspeech/LPCNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir7/lpcnq.wav,4.155935658,0.7896760664580558,2.450779591676912,1.6512067317962646,3.3096972
14,14,14,14,14,resources/Genspeech/LPCNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir8/lpcnq.wav,3.32064297,0.7728458907934928,2.427411832233318,1.859513521194458,3.6097054
15,15,15,15,15,resources/Genspeech/LPCNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir8/lpcnq.wav,3.425347116,0.7792078706455691,2.6909571371217917,1.6009680032730105,3.4254904
16,16,16,16,16,resources/Genspeech/LPCNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir1/lpcnu.wav,4.188097335,0.6347892234297146,2.211709503563924,2.10848069190979,4.2596893
17,17,17,17,17,resources/Genspeech/LPCNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir1/lpcnu.wav,4.875,0.6082514651549207,2.0398544569641315,2.1147589683532715,4.2532296
18,18,18,18,18,resources/Genspeech/LPCNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir2/lpcnu.wav,4.762300688,0.6739361007814901,1.9903909711725083,2.6762118339538574,4.1412144
19,19,19,19,19,resources/Genspeech/LPCNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir2/lpcnu.wav,4.1338688260000005,0.6419504857731533,2.257544163594699,1.6942040920257568,4.046341
20,20,20,20,20,resources/Genspeech/LPCNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir3/lpcnu.wav,4.637970667,0.6608278795506406,1.6420693938638284,2.499651432037353,4.0882444
21,21,21,21,21,resources/Genspeech/LPCNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir3/lpcnu.wav,4.473444052,0.6350876170674359,2.2375777864333184,1.920815706253052,4.267699
22,22,22,22,22,resources/Genspeech/LPCNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir4/lpcnu.wav,4.602751756,0.6656332137179262,1.899667379951269,2.5328807830810547,4.131314
23,23,23,23,23,resources/Genspeech/LPCNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir4/lpcnu.wav,4.624649593,0.6722540322552512,2.268335565764539,1.7602877616882324,4.295356
24,24,24,24,24,resources/Genspeech/LPCNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir5/lpcnu.wav,4.409693099999999,0.6289963878995275,1.9498825990935804,2.6136062145233154,4.226667
25,25,25,25,25,resources/Genspeech/LPCNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir5/lpcnu.wav,4.586875715,0.6395310549661702,2.381174478766354,1.823624968528748,4.297771
26,26,26,26,26,resources/Genspeech/LPCNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir6/lpcnu.wav,4.303802897,0.6509126748151679,2.115278023845584,2.6448988914489746,4.211323
27,27,27,27,27,resources/Genspeech/LPCNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir6/lpcnu.wav,4.593535551,0.6515998889607981,2.367242169050642,1.914974331855774,4.2568455
28,28,28,28,28,resources/Genspeech/LPCNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir7/lpcnu.wav,4.343118566,0.6002145563778424,2.075474882968721,2.613893747329712,4.261705
29,29,29,29,29,resources/Genspeech/LPCNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir7/lpcnu.wav,4.439526924,0.6572165872613476,2.3724693850791847,1.5333852767944336,4.006467
30,30,30,30,30,resources/Genspeech/LPCNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir8/lpcnu.wav,4.402463893,0.6048476383977464,1.9762702645399848,2.7671844959259038,4.276277
31,31,31,31,31,resources/Genspeech/LPCNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir8/lpcnu.wav,4.485601933,0.6118158733916624,2.514575954049464,1.7977354526519775,4.234066
32,32,32,32,32,resources/Genspeech/LPCNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir1/melp.wav,2.2694926840000003,0.9446304933824125,2.430232217311574,1.80804181098938,2.6252434
33,33,33,33,33,resources/Genspeech/LPCNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir1/melp.wav,2.471025543,0.9291049478945312,2.1512717231237346,1.822676181793213,2.3187935
34,34,34,34,34,resources/Genspeech/LPCNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir2/melp.wav,2.812428517,0.9629371008658286,2.3205459155411443,1.9291083812713623,2.357997
35,35,35,35,35,resources/Genspeech/LPCNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir2/melp.wav,2.328601759,1.0031497015484232,2.4332450561020758,1.6928379535675049,1.8761843
36,36,36,36,36,resources/Genspeech/LPCNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir3/melp.wav,1.958214662,0.9162020037931624,2.1005880499943324,1.6936269998550415,2.3161283
37,37,37,37,37,resources/Genspeech/LPCNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir3/melp.wav,2.185808235,0.956070607399162,2.3220254086047807,1.8141396045684812,2.3863573
38,38,38,38,38,resources/Genspeech/LPCNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir4/melp.wav,2.470719188,0.9196292875492572,2.590908301134281,1.8464243412017824,2.293627
39,39,39,39,39,resources/Genspeech/LPCNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir4/melp.wav,2.260159001,0.9874305865752596,2.355814086672402,1.708662509918213,2.080607
40,40,40,40,40,resources/Genspeech/LPCNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir5/melp.wav,2.695005719,0.9242062970642324,2.2457484207600045,2.2780327796936035,2.515903
41,41,41,41,41,resources/Genspeech/LPCNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir5/melp.wav,2.21325772,0.990356753195568,2.5441550810433475,1.8939454555511477,1.990453
42,42,42,42,42,resources/Genspeech/LPCNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir6/melp.wav,2.58754289,0.910015204402168,2.3957937012419444,2.251117467880249,2.7712097
43,43,43,43,43,resources/Genspeech/LPCNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir6/melp.wav,2.540185379,0.9951090330917208,2.3352336936114377,1.844268560409546,2.2863603
44,44,44,44,44,resources/Genspeech/LPCNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir7/melp.wav,2.59697865,0.9454706972858262,2.360920715580505,2.0956974029541016,2.5717409
45,45,45,45,45,resources/Genspeech/LPCNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir7/melp.wav,2.5248970440000003,0.9727814261884332,2.335011380912401,1.6513442993164062,1.8943913
46,46,46,46,46,resources/Genspeech/LPCNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir8/melp.wav,2.625578514,0.9225200535660452,2.259043039808172,1.926143169403076,2.5491552
47,47,47,47,47,resources/Genspeech/LPCNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir8/melp.wav,2.045493955,0.9940259996637062,2.5377016916376034,1.870354175567627,1.9963742
48,48,48,48,48,resources/Genspeech/LPCNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir1/opus.wav,4.253171546,0.7045832518480979,2.0560178296560734,3.097052812576294,3.9979243
49,49,49,49,49,resources/Genspeech/OpusNet_listening_test/mfall/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir1/opus9.wav,3.700810449,0.6561931301887667,1.9028312514055723,2.4981048107147217,4.156686
50,50,50,50,50,resources/Genspeech/LPCNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir1/opus.wav,4.332443767,0.6135139113684147,1.7149340653755274,3.4189014434814453,4.2474303
51,51,51,51,51,resources/Genspeech/OpusNet_listening_test/vec18/dir1/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir1/opus9.wav,4.092215623,0.6309150599280064,2.129290894688604,3.328202962875366,3.959375
52,52,52,52,52,resources/Genspeech/LPCNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir2/opus.wav,3.895320805,0.6949030170987649,2.045042951770084,2.785518884658813,4.148324
53,53,53,53,53,resources/Genspeech/OpusNet_listening_test/mfall/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir2/opus9.wav,4.158329345,0.6888848713763249,1.957933327638892,3.14528226852417,3.9606242
54,54,54,54,54,resources/Genspeech/LPCNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir2/opus.wav,3.996670698,0.7026485614560556,1.892822604302819,3.061927556991577,3.9676218
55,55,55,55,55,resources/Genspeech/OpusNet_listening_test/vec18/dir2/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir2/opus9.wav,4.112307099,0.6744827915843046,1.9821835811989956,3.08518385887146,4.049626
56,56,56,56,56,resources/Genspeech/LPCNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir3/opus.wav,4.3149346280000005,0.7036982192205032,1.794330276635036,3.247589588165283,3.8397393
57,57,57,57,57,resources/Genspeech/OpusNet_listening_test/mfall/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir3/opus9.wav,3.527438332,0.6355543010523654,2.043130490519991,3.234547615051269,4.024226
58,58,58,58,58,resources/Genspeech/LPCNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir3/opus.wav,4.543140011,0.6401679518276289,1.9775070452725927,3.141491651535034,4.106331
59,59,59,59,59,resources/Genspeech/OpusNet_listening_test/vec18/dir3/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir3/opus9.wav,4.277102062,0.6960039567663621,1.9288566615058675,2.537437915802002,4.065339
60,60,60,60,60,resources/Genspeech/LPCNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir4/opus.wav,3.959098088,0.6789765295430137,2.0247388464412075,3.305984735488892,3.8426018
61,61,61,61,61,resources/Genspeech/OpusNet_listening_test/mfall/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir4/opus9.wav,3.987682611,0.683021645478172,2.056719635388909,3.200284004211426,3.9261746
62,62,62,62,62,resources/Genspeech/LPCNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir4/opus.wav,4.364888654,0.6596807471844525,1.8827054263757628,3.245199680328369,4.0057006
63,63,63,63,63,resources/Genspeech/OpusNet_listening_test/vec18/dir4/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir4/opus9.wav,3.699193433,0.6559093937439725,2.109823411961978,3.1524078845977783,4.043854
64,64,64,64,64,resources/Genspeech/LPCNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir5/opus.wav,3.319338543,0.6671131055171873,1.9681234882257608,3.350742816925049,3.8851047
65,65,65,65,65,resources/Genspeech/OpusNet_listening_test/mfall/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir5/opus9.wav,3.931971471,0.6769195206920777,1.9299556206937976,3.3933136463165283,3.8324566
66,66,66,66,66,resources/Genspeech/LPCNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir5/opus.wav,4.339973313,0.6470443628668939,2.037531928304902,3.260109663009644,3.9754667
67,67,67,67,67,resources/Genspeech/OpusNet_listening_test/vec18/dir5/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir5/opus9.wav,3.715281819,0.6906585982548211,1.816035623545756,3.5034213066101074,3.7657657
68,68,68,68,68,resources/Genspeech/LPCNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir6/opus.wav,3.760722455,0.6892544695710092,1.995937912574833,3.5577046871185303,3.598967
69,69,69,69,69,resources/Genspeech/OpusNet_listening_test/mfall/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir6/opus9.wav,3.723724341,0.7310390130461188,1.635736780812087,2.328463554382324,3.7217045
70,70,70,70,70,resources/Genspeech/LPCNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir6/opus.wav,4.040792985,0.6726457842956727,1.9526208941978456,3.0766961574554443,4.0569296
71,71,71,71,71,resources/Genspeech/OpusNet_listening_test/vec18/dir6/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir6/opus9.wav,4.007256795,0.6628099886984675,2.122387169218208,3.103992462158203,4.075745
72,72,72,72,72,resources/Genspeech/LPCNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir7/opus.wav,4.173274876,0.6641555126428802,2.0124758686258195,3.2137868404388428,3.9746184
73,73,73,73,73,resources/Genspeech/OpusNet_listening_test/mfall/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir7/opus9.wav,4.332489394,0.6565649247963041,1.84554529723914,3.233551025390625,4.0330048
74,74,74,74,74,resources/Genspeech/LPCNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir7/opus.wav,4.522478665,0.6661023524072128,2.063759930763965,2.8405115604400635,4.1873603
75,75,75,75,75,resources/Genspeech/OpusNet_listening_test/vec18/dir7/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir7/opus9.wav,3.459367852,0.7062311350785603,1.8544148927640252,3.167206048965454,3.8767543
76,76,76,76,76,resources/Genspeech/LPCNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/mfall/dir8/opus.wav,3.832478123,0.652775517963797,2.0535207941794424,3.256603479385376,3.951877
77,77,77,77,77,resources/Genspeech/OpusNet_listening_test/mfall/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/mfall/dir8/opus9.wav,4.055941305,0.6580607438044975,1.9956229023009973,3.173021078109741,4.0286508
78,78,78,78,78,resources/Genspeech/LPCNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/LPCNet_listening_test/vec18/dir8/opus.wav,3.858073125,0.6354072338659704,2.1404250979235475,3.250368356704712,4.0111585
79,79,79,79,79,resources/Genspeech/OpusNet_listening_test/vec18/dir8/ref.wav,resources/Genspeech/OpusNet_listening_test/vec18/dir8/opus9.wav,4.36088649,0.6127569915143309,1.873910808717825,3.3759493827819824,4.1517467
